# Seismic Stations - locations
# Code,    Lat,            Long,     Elev, Primary,   Date, Source
FS37,  16.78841,       -62.19320,     202,   y, 2008-01-07, GPS - Alan's final list
FS38,  16.78899,       -62.19387,     192,   y, 2008-01-07, GPS - Alan's final list
FS39,  16.79036,       -62.19457,     184,   y, 2008-01-07, GPS - Alan's final list
FS40,  16.79099,       -62.19561,     167,   y, 2008-01-07, GPS - Alan's final list
FS41,  16.79197,       -62.19551,     159,   y, 2008-01-07, GPS - Alan's final list
FS42,  16.79275,       -62.19445,     169,   y, 2008-01-07, GPS - Alan's final list
FS43,  16.79382,       -62.19433,     170,   y, 2008-01-07, GPS - Alan's final list
FS44,  16.79472,       -62.19430,     172,   y, 2008-01-07, GPS - Alan's final list
FS45,  16.79557,       -62.19426,     168,   y, 2008-01-07, GPS - Alan's final list
FS46,  16.79658,       -62.19459,     160,   y, 2008-01-07, GPS - Alan's final list
FS47,  16.79725,       -62.19461,     147,   y, 2008-01-07, GPS - Alan's final list
FS48,  16.79824,       -62.19436,     145,   y, 2008-01-07, GPS - Alan's final list
FS49,  16.79915,       -62.19466,     147,   y, 2008-01-07, GPS - Alan's final list
FS50,  16.80004,       -62.19442,     166,   y, 2008-01-07, GPS - Alan's final list
FS51,  16.80093,       -62.19404,     181,   y, 2008-01-07, GPS - Alan's final list
FS52,  16.80197,       -62.19460,     190,   y, 2008-01-07, GPS - Alan's final list
FS53,  16.80277,       -62.19466,     216,   y, 2008-01-07, GPS - Alan's final list
FS54,  16.80371,       -62.19326,     259,   y, 2008-01-07, GPS - Alan's final list
FS55,  16.80466,       -62.19312,     268,   y, 2008-01-07, GPS - Alan's final list
FS56,  16.80548,       -62.19349,     264,   y, 2008-01-07, GPS - Alan's final list
FS57,  16.80646,       -62.19320,     267,   y, 2008-01-07, GPS - Alan's final list
FS58,  16.80728,       -62.19269,     273,   y, 2008-01-07, GPS - Alan's final list
FS59,  16.80820,       -62.19234,     288,   y, 2008-01-07, GPS - Alan's final list
FS60,  16.80919,       -62.19304,     294,   y, 2008-01-07, GPS - Alan's final list
FS61,  16.81001,       -62.19189,     332,   y, 2008-01-07, GPS - Alan's final list
FS62,  16.81087,       -62.19216,     374,   y, 2008-01-07, GPS - Alan's final list
FS63,  16.81190,       -62.19219,     388,   y, 2008-01-07, GPS - Alan's final list
MBGB,  16.736,         -62.2278,        0,   n, 2008-01-13, plot_stations script
MBGH,  16.726,         -62.2087,        0,   n, 2008-01-13, MVO plot_stations script
MBJH,  16.77,          -62.1698,        0,   y, 2008-01-13, MVO plot_stations script
MBLG,  16.728,         -62.1623,        0,   n, 2008-01-13, MVO plot_stations script
MBLY,  16.724,         -62.191,         0,   n, 2008-01-13, MVO plot_stations script
MBRV,  16.814,         -62.196,         0,   n, 2008-01-13, MVO plot_stations script
MBRY,  16.707,         -62.1532,        0,   n, 2008-01-13, MVO plot_stations script
MBSS,  16.69,          -62.1602,        0,   n, 2008-01-13, MVO plot_stations script
MBWH   16.745,         -62.1908,        0,   n, 2008-01-13, MVO plot_stations script
MBGH,  16.7217,        -62.2068,      351,   n, 2008-01-13, MVO SEISAN STATION0.HYP (MGHZ1643302N 6212408W)
MGLY,  16.72133,       -62.191,       355,   n, 2008-01-13, MVO SEISAN STATION0.HYP (MLYT1643.28N06211.46W)
MGJH,  16.7671667,     -62.3198333,   149,   n, 2008-01-13, MVO SEISAN STATION0.HYP (MJHT1646.03N06210.19W)
MBMW,  16.7421667,     -62.1908333,   407,   n, 2008-01-13, MVO SEISAN STATION0.HYP (MWEH1644.53N06211.45W)
MBRY,  16.7038333,     -62.1531667,   355,   n, 2008-01-13, MVO SEISAN STATION0.HYP (MRYT1642.23N06209.19W)
MBLG,  16.725,         -62.1623333,   287,   n, 2008-01-13, MVO SEISAN STATION0.HYP (MLGT1643.50N06209.74W)
MVO,   16.7465,        -62.2283333,    80,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MVOV1644.79N06213.70W)
MBGB,  16.7320667,     -62.2277667,   253,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBGB1643942N 6213666W)
MBGH,  16.7225667,     -62.2086333,   350,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBGH1643354N 6212518W)
MBGA,  16.7101833,     -62.1886167,   478,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBGA1642611N 6211317W)
MBGE,  16.6900667,     -62.1937333,   183,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBGE1641404N 6211624W)
MBBY,  16.6976833,     -62.20255,     161,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBBY1641861N 6212153W)
MBBE,  16.74355,       -62.16015,     102,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBBE1644613N 62 9609W)
MBWH,  16.7421833,     -62.1909333,   407,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBWH1644531N 6211456W)
MBLG,  16.725,         -62.16225,     287,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBLG1643500N 62 9735W)
MBSS,  16.6870833,     -62.1602667,   395,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBSS1641225N 62 9616W)
MBRY,  16.7039,        -62.1531667,   355,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBRY1642234N 62 9190W)
MBMH,  16.77633333,    -62.1925,      270,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBMH1646.58N 6211.55W)
MBRV,  16.8113333,     -62.196,       231,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBRV1648.68N 6211.76W)
MBLY,  16.7213333,     -62.191,       355,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBLY1643.28N 6211.46W)
MBHA,  16.7398333,     -62.1713333,   291,   n, 2008-01-13, MVO SEISAN STATION0.HYP (MBHA1644.39N 6210.28W)
MBFR,  16.693,         -62.178,       541,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBFR1641.58N 6210.68W)
MBFL,  16.7485,        -62.2125,      243,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBFL1644.91N 6212.75W)
SABA,  17.62050,       -63.24260,     261,   y, 2008-01-17, GPS - from miniseed data header
SMRT,  18.05050,       -63.07460,     260,   y, 2008-01-17, GPS - from miniseed data header
SEUS,  17.49280,       -62.98140,     460,   y, 2008-01-17, GPS - from miniseed data header
AIRS,  16.741,         -62.214,         0,   n, 2008-04-06, Supplied by CALIPSO people
TRNT,  16.764,         -62.163,         0,   n, 2008-04-06, Supplied by CALIPSO people
OLVT,  16.750,         -62.228,         0,   n, 2008-04-06, Supplied by CALIPSO people
GERS,  16.795,         -62.194,         0,   n, 2008-04-06, Supplied by CALIPSO people
AIRS,  16.74079,       -62.21375,     129,   n, 2008-04-06, GPS - Garmin Etrex Vista
GERS,  16.79481,       -62.19426,     166,   n, 2008-04-06, GPS - Garmin Etrex Vista
DBCT,  15.2700667,     -61.3431167,     0,   n, 2007,       GPS - Ian (15N16.204 61W20.587)
DBCT,  15.2700667,     -61.3431167,   527,   y, 2007,       GPS - Ian (15N16.204 61W20.587) - assumed 527m altitude
SLB,   13.8275667,     -61.04125,       0,   n, 2007,       GPS - Ian (13N49.654 61W02.475)
SLB,   13.8275667,     -61.04125,     600,   y, 2007,       GPS - Ian (13N49.654 61W02.475) - assumed 600m altitude
SFAN,  13.3825833,     -61.1655667,     0,   n, 2007,       GPS - Ian (13N22.955 61W09.934)
SFAN,  13.3825833,     -61.1655667,   229,   n, 2007,       GPS - Ian (13N22.955 61W09.934) - assumed 229m altitude
BHS,   13.3149,        -61.12135,       0,   n, 2007,       GPS - Ian (13N18.894 61W07.281)
BHS,   13.3149,        -61.12135,      90,   y, 2007,       GPS - Ian (13N18.894 61W07.281) - assumed 90m altitude
SLDE,  13.80395,       -61.05955,       0,   n, 2007,       GPS - Ian (13N48.237 61W03.573)
SLDE,  13.80395,       -61.05955,     246,   y, 2007,       GPS - Ian (13N48.237 61W03.573) - assumed 246m altitude
DLPL,  15.332419,      -61.246788,     40.9, y, 2008-06-18, GPS - nmx soh log
MCLT,  13.711493,      -60.942603,    165.1, n, 2008-06-18, GPS - nmx soh log
MCLT,  13.711493,      -60.942603,    220,   y, 2008-06-18, GPS - nmx soh log - assumed 220m altitude
SKI,   17.333800,      -62.737997,    273.2, n, 2008-06-18, GPS - nmx soh log
TOSP,  11.298342,      -60.535198,    -12.6, n, 2008-06-18, GPS - nmx soh log
SVB,   13.274497,      -61.250403,    250.7, n, 2008-06-18, GPS - nmx soh log
DTRR,  15.3185,        -61.3923,       99,   n, ,           Found in nano setup file
AOPR,  18.3466111,     -66.7538889,   355.1, y, ,           NEIC (18.182047.8N 664514.0W  355.1Arecibo Observatory)
MWP,   16.6854,        -62.1965,        0,   y, , Taken  from Fig 2, Shepherd1971
MWI,   16.7137,        -62.2195,        0,   y, , Taken  from Fig 2, Shepherd1971
MWF,   16.7346,        -62.1804,        0,   y, , Taken  from Fig 2, Shepherd1971
MWL,   16.7485,        -62.22,          0,   y, , Taken  from Fig 2, Shepherd1971
MBWW,  16.738383,      -62.212050,    152.0, y, 2009-03, GPS - Locko (16N44.303 62W12.722)
MBW2,  16.738383,      -62.212033,    151.0, y, 2009-03, GPS - Locko (16N44.303 62W12.723)
MBW1,  16.738483,      -62.212167,    154.0, y, 2009-03, GPS - Locko (16N44.309 62W12.730)
MBW3,  16.738283,      -62.211883,    150.0, y, 2009-03, GPS - Locko (16N44.297 62W12.713)  
PSDMZ, 15.577,         -61.456,         1.0, n, 2009-11-23, Wayne Abraham
PSDMZ, 15.57699,       -61.45523,       1.0, n, 2009-11-27, GPS - Reftek DAS
MDCT,  15.6168,        -61.4629,       77.0, y, 2009-12-04, GPS - Reftek DAS
MDPM,  15.5756,        -61.4517,        8.0, y, 2009-12-04, GPS - Reftek DAS
MDVC,  15.6142,        -61.4055,       84.0, y, 2009-12-04, GPS - Reftek DAS
GUSW,   2.692767917,   -59.644367583, 147.8, y, 2010-05-05, GCF file
GUSW,   2.69621,       -59.64296,         0, n, 2010-05-05, Location provided by Guyana Govt.
LUEV,   5.84,          -61.46,       1380.3, y, 2010-05-05, IRIS
MPG,    5.11,          -52.64,        147,   y, 2010-05-05, IRIS
PTGA,  -0.73,          -59.97,        237,   y, 2010-05-05, IRIS
TOCV,   7.76,          -63.09,        157,   y, 2010-05-05, IRIS
MDPV,  15.62753,       -61.42221,     282,   y, 2010-05-12, from Machel
MDMP,  15.5958,        -61.41151,     177,   y, 2010-05-12, from Machel
MBGB,  16.732333,      -62.227833,    253,   n, 2010-06-18, MVO scientific Report 60 [16:43.94N 62:13.67W 253]
MBGH,  16.7225,        -62.208667,    350,   n, 2010-06-18, MVO scientific Report 60 [16:43.35N 62:12.52W 350]
MBGA,  16.7101667,     -62.188667,    479,   n, 2010-06-18, MVO scientific Report 60 [16:42.61N 62:11.32W 479]
MBGE,  16.69,          -62.193667,    183,   n, 2010-06-18, MVO scientific Report 60 [16:41.40N 62:11.62W 183]
MBBE,  16.7435,        -62.1601667,   102,   n, 2010-06-18, MVO scientific Report 60 [16:44.61N 62:09.61W 102]
MBWH,  16.7421667,     -62.1908333,   407,   n, 2010-06-18, MVO scientific Report 60 [16:44.53N 62:11.45W 407]
MBLG,  16.725,         -62.129,       287,   n, 2010-06-18, MVO scientific Report 60 [16:43.50N 62:07.74W 287]
MBRY,  16.7038333,     -62.1531667,   355,   n, 2010-06-18, MVO scientific Report 60 [16:42.23N 72:09.19W 355]
MBET,  17.73817,       -62.15783,     107,   n, 1994,       Listed in SRU Seismological Bulletin Jan - Dec 1994
MGH,   16.72,          -62.216,       351,   n, 1994,       Listed in SRU Seismological Bulletin Jan - Dec 1994
MWI,   16.713,         -62.222,        46,   n, 1994,       Listed in SRU Seismological Bulletin Jan - Dec 1994
MBHA,  16.742000,      -62.1682000,     0,   n, ,           Location used by French when they put data together for MVO Webobs.
MCLT,  13.71129,       -60.94257,     176,   n, 2010-07-22, GPS - Rod (Garmin ETrex)
MBHA,  16.741167,      -62.168333,    343  , n, 2009-01-15, GPS - Rod (Nikon) photo hovering above station 2009_001_237 [16:44:28.20N 62:10:06.00W 343]
MBET,  16.741,         -62.1627,       99,   y,           , Roman2008 [16N44.460 62W9.762 99]
MCPT,  16.7086833,     -62.1811667,   759,   y,           , Roman2008 [16N42.41  62W10.87 759]
MGAT,  16.7101667,     -62.1886667,   479,   y,           , Roman2008 [16N42.61 62W11.32 479]
MGHZ,  16.7217,        -62.2068,      351,   y,           , Roman2008 [16N43.302 62W12.408 351]
MHRV,  16.7208,        -62.1705,      382,   y,           , Roman2008 [16N43.248 62W10.230 382]
MJHT,  16.7671667,     -62.1698333,   149,   n,           , Roman2008 [16N46.03 62W10.19 149]
MLGT,  16.725,         -62.1623333,   287,   y,           , Roman2008 [16N43.50 62W9.74 287]
MLYT,  16.7213333,     -62.191,       355,   y,           , Roman2008 [16N43.28 62W11.46 355]
MPVE,  16.7067,        -62.2232,       17,   y,           , Roman2008 [16N42.402 62W13.392 17]
MRYT,  16.7038333,     -62.1531667,   355,   n,           , Roman2008 [16N42.23 62W9.19 355]
MSAT,  16.7478,        -62.2248,      185,   y,           , Roman2008 [16N44.868 62W13.488 185]
MSPT,  16.6835,        -62.1991667,   127,   y,           , Roman2008 [16N41.01 62W11.95 127]
MSSZ,  16.69,          -62.172,       665,   y,           , Roman2008 [16N41.400 62W10.320 665]
MVPV,  16.7435,        -62.2357,       23,   y,           , Roman2008 [16N44.610 62W14.142 23]
MWHZ,  16.7421667,     -62.1908333,   407,   y,           , Roman2008 [16N44.53 62W11.45 407]
MWH2,  16.7398,        -62.1932,      411,   y,           , Roman2008 [16N44.388 62W11.592 411]
MBBE,  16.74355,       -62.16015,     102,   n,           , Roman2008 [16N44.613 62W9.609 102]
MBBY,  16.6976833,     -62.20255,     161,   n,           , Roman2008 [16N41.861 62W12.153 161]
MBFL,  16.7485,        -62.2125,      243,   n,           , Roman2008 [16N44.91 62W12.75 243]
MBFR,  16.693,         -62.178,       541,   n,           , Roman2008 [16N41.58 62W10.68 541]
MBGA,  16.7101833,     -62.1886167,   478,   n,           , Roman2008 [16N42.611 62W11.317 478]
MBGB,  16.7323667,     -62.2277667,   253,   n,           , Roman2008 [16N43.942 62W13.666 253]
MBGE,  16.6900667,     -62.1937333,   183,   n,           , Roman2008 [16N41.404 62W11.624 183]
MBGH,  16.7225667,     -62.2086333,   350,   n,           , Roman2008 [16N43.354 62W12.518 350]
MBHA,  16.7398333,     -62.1713333,   291,   n,           , Roman2008 [16N44.39 62W10.28 291]
MBLG,  16.725,         -62.16225,     287,   n,           , Roman2008 [16N43.500 62W9.735 287]
MBLY,  16.7213333,     -62.191,       355,   n,           , Roman2008 [16N43.28 62W11.46 355]
MBMH,  16.7763333,     -62.1925,      270,   n,           , Roman2008 [16N46.58 62W11.55 270]
MBRV,  16.8113333,     -62.196,       231,   n,           , Roman2008 [16N48.68 62W11.76 231]
MBRY,  16.7039,        -62.1531667,   355,   n,           , Roman2008 [16N42.234 62W9.190 355]
MBSS,  16.6870833,     -62.1602667,   395,   n,           , Roman2008 [16N41.225 62W9.616 395]
MBWH,  16.7421833,     -62.1909333,   407,   n,           , Roman2008 [16N44.531 62W11.456 407]
MBBY,  16.6977,        -62.2025,      160.0, n,           , NEIC - MVOV,Open,
MBGA,  16.7102,        -62.1887,      479.0, n,           , NEIC - MVOV,Open,
MBGB,  16.7323,        -62.2278,      253.0, n,           , NEIC - MVOV,Open,
MBGE,  16.6900,        -62.1937,      183.0, n,           , NEIC - MVOV,Reserved,
MBMH,  16.7763,        -62.1925,      270.0, n,           , NEIC - MVOV,Open,
MBSS,  16.6870,        -62.1603,      395.0, n,           , NEIC - MVOV,Open,
MBWH,  16.7422,        -62.1908,      407.0, n,           , NEIC - MVOV,Open,
MCPZ,  16.7068,        -62.1812,      759.0, n,           , NEIC - MVOV,Reserved,
MDUM,  16.7000,        -62.1667,     1000.0, n,           , NEIC - MVOV,Reserved,
MJHT,  16.7672,        -62.1698,      149.0, n,           , NEIC - MVOV,Open,Jackboy Hill
MLGT,  16.7250,        -62.1623,      287.0, n,           , NEIC - MVOV,Open,Long Ground
MLYT,  16.7213,        -62.1910,      355.0, n,           , NEIC - MVOV,Open,
MRYT,  16.7038,        -62.1532,      355.0, n,           , NEIC - MVOV,Open,
MSPT,  16.6835,        -62.1992,      127.0, n,           , NEIC - MVOV,Reserved,Saint Patrick
MVOV,  16.7465,        -62.2283,       80.0, n,           , NEIC - MVOV,Open,Montserrat Volcano Observatory
ALNG,  10.1814,        -61.6882,        0.0, n,           , NEIC - TRN,Open,Atlantic Liquefied Natural Gas
ANG,   17.1550,        -61.8300,       27.0, n,           , NEIC - TRN,Open,Antigua (Friars Hill)
AWI,   17.1430,        -61.8350,       23.0, n,           , NEIC - TRN,Closed,Antigua
B5GA,  13.0670,        -59.5955,       35.0, n,           , NEIC - TRN,Closed,5 Glenshane Apartments
BBGH,  13.1434,        -59.5588,      180.0, y,           , NEIC - TRN,Open,Gun Hill
BBL,   15.5262,        -61.4700,      365.0, n,           , NEIC - TRN,Open,Barbers Block (Morne Espagnol)
BBSP,  13.1045,        -59.4579,       35.0, n,           , NEIC - TRN,Open,Saint Philip
BDH,   13.2030,        -59.5890,      308.0, n,           , NEIC - TRN,Open,Highclere
BDS,   13.1460,        -59.6260,      110.0, n,           , NEIC - TRN,Open,Barbados (Husbands)
BHS,   13.2963,        -61.1272,       90.0, n,           , NEIC - TRN,Open,Barnard House
BOT,   11.1667,        -60.7179,       30.0, n,           , NEIC - TRN,Open,Bacolet
BPA,   17.0460,        -61.8570,      396.0, n,           , NEIC - TRN,Open,Boggy Peak
BRB,   13.1220,        -59.6060,       55.0, n,           , NEIC - TRN,Closed,Barbados (Codrington)
BSK,   17.3470,        -62.8400,      125.0, n,           , NEIC - TRN,Open,Brimstone Hill
BUAY,  10.1072,        -61.6862,        0.0, n,           , NEIC - TRN,Open,Buenos Aires
CPB,   17.6400,        -61.8260,        5.0, n,           , NEIC - TRN,Open,Codrington
DBCT,  15.2708,        -61.3456,      527.0, n,           , NEIC - TRN,Open,Belle View Chopil
DFBT,  15.2401,        -61.3559,       83.0, n,           , NEIC - TRN,Open,Forest Bistro
DGBT,  15.2390,        -61.3290,       70.0, n,           , NEIC - TRN,Closed,Grand Bay
DLVT,  15.4365,        -61.3946,      274.3, n,           , NEIC - TRN,Open,Layou Valley
DOM,   15.2960,        -61.3910,       15.0, n,           , NEIC - TRN,Closed,Dominica (Roseau)
DPMT,  15.2609,        -61.3770,       50.0, n,           , NEIC - TRN,Open,Pointe Michel
DSC,   15.2084,        -61.3652,       50.0, n,           , NEIC - TRN,Closed,Scotts Head
DSHT,  15.2136,        -61.3737,      133.4, n,           , NEIC - TRN,Open,Scott's Head
DSTT,  15.2467,        -61.3035,      120.0, n,           , NEIC - TRN,Open,Stowe
DSVT,  15.2290,        -61.3700,        5.0, n,           , NEIC - TRN,Closed,Soufri&egrave;re Village
DTMT,  15.2330,        -61.3520,      496.0, n,           , NEIC - TRN,Open,Tete Morne
DVDT,  15.3104,        -61.3134,      960.0, n,           , NEIC - TRN,Open,Valley of Desolation
DWS,   15.5685,        -61.3113,       61.0, n,           , NEIC - TRN,Open,Wesley
FCV,   13.1570,        -61.2450,      194.0, n,           , NEIC - TRN,Open,Fort Charlotte
GNG,   11.1770,        -60.7980,       36.0, n,           , NEIC - TRN,Open,Grange
GRCU,  12.4711,        -61.4529,      240.0, n,           , NEIC - TRN,Open,Cariacou
GRE,   12.0470,        -61.7460,       15.0, n,           , NEIC - TRN,Open,Grenada (Saint George's)
GRGR,  12.1324,        -61.6540,      195.0, y,           , NEIC - TRN,Open,Grenville
GRHS,  12.2239,        -61.6413,       66.0, n,           , NEIC - TRN,Open,Sauteurs
GRSS,  12.2985,        -61.6123,       20.0, n,           , NEIC - TRN,Open,Sisters
GRW,   12.1600,        -61.6610,      762.0, n,           , NEIC - TRN,Open,Mount Saint Catherine
MBET,  16.7414,        -62.1631,      350.0, n,           , NEIC - TRN,Open,Bethel
MCLT,  13.7096,        -60.9412,      220.0, n,           , NEIC - TRN,Open,Moule a Chique
MDN,   15.3185,        -61.3923,       99.0, n,           , NEIC - TRN,Open,Morne Daniel
MGH,   16.7200,        -62.2160,      351.0, n,           , NEIC - TRN,Open,Saint George's Hill
MWI,   16.7130,        -62.2220,       46.0, n,           , NEIC - TRN,Closed,Montserrat (Grove)
NEV,   17.1361,        -62.5710,      244.0, n,           , NEIC - TRN,Open,Hard Times Estate
O6A,   17.7920,        -61.0220,     -496.0, n,           , NEIC - TRN,Reserved,East Barbuda O.B.S.
OHS,   13.3170,        -61.1480,      274.0, n,           , NEIC - TRN,Reserved,Orange Hill
PIG,   11.1610,        -60.8410,        0.0, n,           , NEIC - TRN,Open,Pigeon Point
PLS,   10.4130,        -61.4900,        0.0, n,           , NEIC - TRN,Closed,Point Lisas
PLY,   11.2170,        -60.7790,        9.0, n,           , NEIC - TRN,Open,Plymouth
RSV,   13.3070,        -61.2360,        8.0, n,           , NEIC - TRN,Open,Radio Antilles
SABS,  17.6206,        -63.2430,      500.0, n,           , NEIC - TRN,Open,Saba (Government School)
SFAN,  13.3838,        -61.1721,      229.0, n,           , NEIC - TRN,Open,Fancy Village
SIH,   11.1714,        -60.7708,       80.0, n,           , NEIC - TRN,Reserved,Signal Hill
SIPA,  10.1429,        -61.5060,       60.0, n,           , NEIC - TRN,Open,Siparia
SKDB,  17.3969,        -62.8083,        0.0, n,           , NEIC - TRN,Open,Saint Kitts 2
SKI,   17.3333,        -62.7390,      306.0, n,           , NEIC - TRN,Open,Saint Kitts (Bayfords)
SLB,   13.8275,        -61.0412,      600.0, n,           , NEIC - TRN,Open,Belfond
SLDE,  13.8031,        -61.0582,      246.0, n,           , NEIC - TRN,Open,Delcer
SLI,   14.0280,        -61.0080,       30.0, n,           , NEIC - TRN,Closed,Saint Lucia (Vigie Point)
SLPA,  13.8537,        -60.9190,      183.0, n,           , NEIC - TRN,Open,Patience
SLPE,  13.8431,        -60.9952,      460.0, n,           , NEIC - TRN,Open,Piton Saint Espirit
SLTA,  13.8704,        -61.0399,      550.0, n,           , NEIC - TRN,Open,Morne Tabac
SLW,   14.0202,        -60.9384,      366.0, n,           , NEIC - TRN,Open,Petit Monier
SOA,   13.3735,        -61.1486,       40.0, n,           , NEIC - TRN,Open,Owia
SRH,   13.1860,        -61.2540,      274.0, n,           , NEIC - TRN,Reserved,Rilland Hill
SSV,   13.3270,        -61.1930,      824.0, n,           , NEIC - TRN,Open,Crater Summit
STAT,  17.4950,        -62.9787,       50.0, n,           , NEIC - TRN,Open,Sint Eustatius (Agricultural Station)
STMA,  18.0428,        -63.1089,       28.2, n,           , NEIC - TRN,Open,St. Maarten; Airport
SVB,   13.2720,        -61.2520,      282.0, n,           , NEIC - TRN,Open,Belmont
SVG,   13.2450,        -61.2780,       46.0, n,           , NEIC - TRN,Reserved,Indian Gallows
SVI,   13.1700,        -61.2580,       10.0, n,           , NEIC - TRN,Closed,Saint Vincent (Questelles Point)
SVL,   13.3680,        -61.2040,       91.0, n,           , NEIC - TRN,Reserved,Baleine
SVT,   13.1680,        -61.2450,       38.0, n,           , NEIC - TRN,Open,Saint Vincent (Camden Park)
SVV,   13.3180,        -61.2160,      243.0, n,           , NEIC - TRN,Open,Soufriere Volcano (Wallibou)
TBH,   10.4840,        -61.0670,      199.0, n,           , NEIC - TRN,Open,Brigand Hill
TBVI,  18.4100,        -64.6100,      100.0, n,           , NEIC - TRN,Open,Tortola
TCE,   10.6970,        -61.7530,      240.0, n,           , NEIC - TRN,Open,Chacachacare
TCHG,  10.6800,        -61.6600,       21.0, n,           , NEIC - TRN,Open,Chaguaramas
TOB,   11.1410,        -60.8410,       15.0, n,           , NEIC - TRN,Open,Tobago (Crown Point)
TPP,   10.3170,        -61.4510,       46.0, n,           , NEIC - TRN,Open,Pointe-a-Pierre
TPR,   11.1860,        -60.7770,      245.0, n,           , NEIC - TRN,Open,Prospect
TRN,   10.6480,        -61.4030,       24.0, n,           , NEIC - TRN,Open,Trinidad (Saint Augustine)
TTR,   10.6740,        -61.0660,       46.0, n,           , NEIC - TRN,Open,Matura
VGVI,  18.4400,        -64.4300,       20.0, n,           , NEIC - TRN,Closed,Virgin Gorda
MBHA,  16.74201,       -62.16822,     250.0, y, 2010-08-11, Barry Voight
MBGH,  16.7225,        -62.2087,        0.0, n, 2008-02-29, S. de Angelis email to RCS
MBWH,  16.7422,        -62.1909,        0.0, n, 2008-02-29, S. de Angelis email to RCS
MBGB,  16.7323,        -62.2278,        0.0, n, 2008-02-29, S. de Angelis email to RCS
MBFR,  16.6930,        -62.1780,        0.0, n, 2008-02-29, S. de Angelis email to RCS
MBRY,  16.7039,        -62.1532,        0.0, n, 2008-02-29, S. de Angelis email to RCS
MBBY,  16.6977,        -62.2025,        0.0, n, 2008-02-29, S. de Angelis email to RCS
MBHA,  16.7420,        -62.1682,        0.0, n, 2008-02-29, S. de Angelis email to RCS
MBLG,  16.7250,        -62.1622,        0.0, n, 2008-02-29, S. de Angelis email to RCS
MBFL,  16.7485,        -62.2125,        0.0, n, 2008-02-29, S. de Angelis email to RCS
MBRV,  16.8113,        -62.1960,        0.0, n, 2008-02-29, S. de Angelis email to RCS
MBLY,  16.7213,        -62.1910,        0.0, n, 2008-02-29, S. de Angelis email to RCS
BBL,   15.5262,        -61.4700,      365.0, n,           , NEIC - TRN,Open,Barbers Block (Morne Espagnol)
DEG,   16.3132,        -61.0598,      575.0, n,           , NEIC - FDF,Open,La Desirade
MGG,   15.9180,        -61.3170,       51.0, n,           , NEIC - FDF,Open,Marie Galante
ATG,   16.098667,      -61.72200,     851.0, n,           , Nisha's spreadsheet
DEG,   16.313167,      -61.06183,     275.0, n,           , Nisha's spreadsheet
MGG,   15.918000,      -61.31683,      51.0, n,           , Nisha's spreadsheet
TBG    15.851930,      -61.64536,      92.0, n, 2004-11-27, GPS - Nisha's spreadsheet
ATG,   16.094333,      -61.726333,    865.0, y, , ATGZ in file suppplied by station operator (stations_ovsg.en) [1605.77N 6143.58W 865]
BBL,   15.526167,      -61.47,        365.0, y, , BBLZ in file suppplied by station operator (stations_ovsg.en) [1531.57N 6128.20W 365]
MGG,   15.915,         -61.3205,       88.0, y, , MGGZ in file suppplied by station operator (stations_ovsg.en) [1554.90N 6119.23W  88]
TBG,   15.852,         -61.645333,     92.0, y, , TBGZ in file suppplied by station operator (stations_ovsg.en) [1551.12N 6138.72W  92]
DEG,   16.3111667,     -61.064,       279.0, y, , DEGZ in file suppplied by station operator (stations_ovsg.en) [1618.67N 6103.84W 279]
MML,   16.0445,        -61.669,      1197.0, y, , MMLL in file suppplied by station operator (stations_ovsg.en) [1602.67N 6140.14W1197]
BBL,   15.5262,        -61.4700,      365.0, n, , NEIC - TRN,Open,Barbers Block (Morne Espagnol)
FDF,   14.7333,        -61.1503,      510.0, n, , NEIC - FDF,Open,Fort de France (Morne des Cadets)
MBBY,  16.69766,       -62.20256,     168.0, n, 2010-10-13, GPS 1 month average from digitiser log files. PJS
MBFL,  16.74843,       -62.21255,     251.0, n, 2010-10-13, GPS 1 month average from digitiser log files. PJS
MBFR,  16.69278,       -62.17772,       0.0, n, 2010-10-13, GPS 1 month average from digitiser log files. PJS
MBGB,  16.73239,       -62.22778,       0.0, n, 2010-10-13, GPS 1 month average from digitiser log files. PJS
MBGH,  16.72259,       -62.20865,       0.0, n, 2010-10-13, GPS 1 month average from digitiser log files. PJS
MBLG,  16.72502,       -62.16223,       0.0, n, 2010-10-13, GPS 1 month average from digitiser log files. PJS
MBLY,  16.72116,       -62.19076,     370.0, n, 2010-10-13, GPS 1 month average from digitiser log files. PJS
